Date,Open,High,Low,Close,Adj Close,Volume,Daily Return,Volatility,Log Return,MA50,MA200
2010-07-27,20.91,21.18,20.26,20.549999,20.549999,619700,-0.019093173312974998,,-0.01927780182040053,,
2010-07-28,20.549999,20.9,20.51,20.719999,20.719999,467200,0.008272506485280218,,0.008238476848291036,,
2010-07-29,20.77,20.879999,20.0,20.35,20.35,616000,-0.017857095456423555,,-0.01801845724012892,,
2010-07-30,20.200001,20.440001,19.549999,19.940001,19.940001,426900,-0.020147371007371184,,-0.020353097204461806,,
2010-08-02,20.5,20.969999,20.33,20.92,20.92,718100,0.04914738971176602,,0.04797782451257998,,
2010-08-03,21.0,21.950001,20.82,21.950001,21.950001,1230500,0.04923522944550651,,0.048061545882543556,,
2010-08-04,21.950001,22.18,20.85,21.26,21.26,913000,-0.03143512385261393,,-0.031939812165463995,,
2010-08-05,21.540001,21.549999,20.049999,20.450001,20.450001,796200,-0.03809967074317977,,-0.0388444415252369,,
2010-08-06,20.1,20.16,19.52,19.59,19.59,741900,-0.04205383657438455,,-0.042963699432115705,,
2010-08-09,19.9,19.98,19.450001,19.6,19.6,812700,0.0005104645227158588,,0.0005103342800223477,,
2010-08-10,19.65,19.65,18.82,19.030001,19.030001,1281300,-0.029081581632653175,,-0.02951283237980746,,
2010-08-11,18.690001,18.879999,17.85,17.9,17.9,797600,-0.059379975860222034,0.05808014094600593,-0.061216021009954956,,
2010-08-12,17.799999,17.9,17.389999,17.6,17.6,691000,-0.016759776536312665,0.058092834996879575,-0.016901810802603025,,
2010-08-13,18.18,18.450001,17.66,18.32,18.32,634000,0.040909090909090784,0.05720745666674017,0.040094457201877994,,
2010-08-16,18.450001,18.799999,18.26,18.780001,18.780001,485800,0.025109224890829562,0.052623996529733694,0.02479916778226741,,
2010-08-17,18.959999,19.4,18.780001,19.15,19.15,447900,0.019701756139416604,0.04294343096538837,0.01951018859840325,,
2010-08-18,19.59,19.59,18.6,18.77,18.77,601300,-0.01984334203655347,0.04295605818310285,-0.02004286502823749,,
2010-08-19,18.540001,19.25,18.33,18.790001,18.790001,579100,0.001065583377730439,0.0387270721821349,0.001065016046752863,,
2010-08-20,18.65,19.110001,18.51,19.1,19.1,296000,0.01649808320925583,0.03878082469657221,0.016363468407413907,,
2010-08-23,19.09,20.389999,19.0,20.129999,20.129999,1088100,0.05392664921465973,0.03955258401804939,0.052522854922015874,,
2010-08-24,19.25,19.709999,18.950001,19.200001,19.200001,673100,-0.04619960487827157,0.03912786578637262,-0.04730085885753228,,
2010-08-25,19.16,19.98,18.559999,19.9,19.9,503300,0.03645827935113122,0.03578535591380064,0.035809400613378804,,
2010-08-26,19.889999,20.27,19.6,19.75,19.75,433800,-0.007537688442211032,0.03581502249432817,-0.007566240383315813,,
2010-08-27,19.75,19.870001,19.5,19.700001,19.700001,379600,-0.0025315949367088475,0.035115770716674106,-0.002534804841768008,,
2010-08-30,19.700001,20.190001,19.610001,19.870001,19.870001,732800,0.008629441186322584,0.0331425484100119,0.008592420385487484,,
2010-08-31,19.66,19.790001,19.33,19.48,19.48,201100,-0.01962762860454803,0.030533283295886542,-0.01982280867646139,,
2010-09-01,19.620001,20.690001,19.6,20.450001,20.450001,494900,0.04979471252566725,0.031895928639974126,0.04859463317417592,,
2010-09-02,20.370001,21.24,20.309999,21.059999,21.059999,487100,0.02982875159761611,0.03157773790565777,0.029392527833882492,,
2010-09-03,20.870001,21.299999,20.66,21.049999,21.049999,434600,-0.0004748338307138944,0.03147885285462389,-0.0004749465999964828,,
2010-09-07,20.610001,21.0,20.5,20.540001,20.540001,243400,-0.024227934642657156,0.03165980628256309,-0.02452625943654827,,
2010-09-08,20.66,20.950001,20.6,20.9,20.9,288400,0.017526727481658844,0.03161118412536995,0.017374905784862615,19.83360002,
2010-09-09,21.0,21.049999,20.690001,20.709999,20.709999,376200,-0.009090956937798933,0.03163324359547679,-0.009132531849125828,19.77000002,
2010-09-10,20.75,20.93,19.76,20.17,20.17,386600,-0.026074313185625808,0.031832324644019305,-0.026420275155518844,19.69680002,
2010-09-13,20.889999,20.9,20.5,20.719999,20.719999,360800,0.027268170550322157,0.0319644450665976,0.026903017162612376,19.67200002,
2010-09-14,20.540001,21.6,20.530001,21.120001,21.120001,654700,0.019305116761829888,0.03088544295626207,0.0191211370578115,19.710400019999998,
2010-09-15,20.98,22.0,20.790001,21.98,21.98,684600,0.04071964769319858,0.03046095710355533,0.03991244278893093,19.8278,
2010-09-16,22.15,23.16,20.84,20.940001,20.940001,2684500,-0.0473156960873522,0.031164819711629498,-0.04847169577759383,19.93060002,
2010-09-17,21.02,21.32,19.799999,20.23,20.23,1198500,-0.03390644537218501,0.030997164652144527,-0.03449460201822742,19.98600004,
2010-09-20,20.67,21.35,20.16,21.059999,21.059999,947500,0.041028126544735644,0.030811534684075333,0.0402088080427935,20.059200020000002,
2010-09-21,20.889999,21.549999,20.67,20.77,20.77,796000,-0.013770133607318824,0.030959272745942606,-0.013865821334426601,20.133600039999997,
2010-09-22,20.870001,20.950001,19.799999,19.870001,19.870001,962900,-0.04333168030813683,0.0315623623080641,-0.0442985309971705,20.16820008,
2010-09-23,19.889999,20.139999,19.5,19.559999,19.559999,668100,-0.01560150902861035,0.029580075138859966,-0.01572449340892477,20.16260006,
2010-09-24,19.950001,20.190001,19.65,20.1,20.1,578900,0.027607414499356553,0.029647330025209133,0.02723320158310446,20.16680008,
2010-09-27,20.4,20.809999,20.049999,20.530001,20.530001,418600,0.021393084577114196,0.029036913337638186,0.02116746467501676,20.16460012,
2010-09-28,21.040001,21.49,20.76,21.4,21.4,1214500,0.04237695848139511,0.02963053886091586,0.04150364228775875,20.154400120000002,
2010-09-29,21.190001,22.030001,21.129999,21.98,21.98,1969300,0.02710280373831786,0.02978938875494028,0.026742026947669605,20.18800014,
2010-09-30,22.0,22.15,20.190001,20.41,20.41,2195800,-0.0714285714285714,0.03262835787392293,-0.07410797215372185,20.19180016,
2010-10-01,20.690001,20.75,20.309999,20.6,20.6,597700,0.009309162175404229,0.03264348101462273,0.009266098973781986,20.18380016,
2010-10-04,20.43,21.17,20.299999,20.99,20.99,643600,0.018932038834951204,0.032679677423563404,0.018755058037005976,20.177800140000002,
2010-10-05,21.15,21.280001,21.01,21.120001,21.120001,332000,0.006193473082420242,0.031280450076843186,0.006174372354002873,20.18120014,
2010-10-06,21.059999,21.26,20.32,20.459999,20.459999,313400,-0.03125009321732508,0.030596427532697073,-0.031748794538920495,20.17940014,
2010-10-07,20.57,20.639999,20.34,20.43,20.43,141000,-0.0014662268556318026,0.029924359355925037,-0.0014673028180932025,20.17360016,
2010-10-08,20.43,20.790001,20.389999,20.43,20.43,267800,0.0,0.029879096289497666,0.0,20.17520016,
2010-10-11,20.440001,20.700001,20.07,20.24,20.24,171200,-0.00930004894762615,0.02993658651679119,-0.009343564410266006,20.18120014,
2010-10-12,20.200001,20.280001,20.030001,20.24,20.24,244000,0.0,0.029905555672369667,0.0,20.16760014,
2010-10-13,20.639999,20.85,20.360001,20.540001,20.540001,318200,0.014822183794466426,0.02974514066995448,0.014713408766637938,20.13940014,
2010-10-14,21.0,21.030001,20.4,20.75,20.75,294800,0.010223904078680457,0.02840912947915125,0.010171993490804627,20.129200140000002,
2010-10-15,20.889999,20.9,20.25,20.540001,20.540001,284700,-0.01012043373493976,0.027937775417015004,-0.010171993490804596,20.13100014,
2010-10-18,20.52,20.639999,20.219999,20.23,20.23,162800,-0.015092550384978032,0.02806537432894204,-0.01520760200624857,20.14380014,
2010-10-19,20.200001,20.41,20.0,20.049999,20.049999,245200,-0.008897726149283303,0.027764665329639098,-0.00893754730238893,20.15280012,
2010-10-20,20.16,20.690001,20.040001,20.65,20.65,312500,0.02992523840026129,0.02813100101129632,0.029486215529776556,20.1852001,
2010-10-21,20.610001,20.950001,20.450001,20.75,20.75,417100,0.004842615012106588,0.028090976037264345,0.004830927269665592,20.2422001,
2010-10-22,20.68,20.93,20.549999,20.719999,20.719999,161100,-0.0014458313253011834,0.027645433850302856,-0.0014468775479744007,20.30460008,
2010-10-25,20.940001,20.98,20.73,20.85,20.85,118500,0.006274179839487415,0.027227209960874865,0.006254579116077544,20.355200080000003,
2010-10-26,20.799999,21.870001,20.51,21.360001,21.360001,660900,0.02446047961630682,0.027365446642669537,0.024166112663661806,20.406800079999996,
2010-10-27,21.25,21.379999,20.65,21.0,21.0,356500,-0.016853978611705123,0.02646935205183481,-0.0169976231850494,20.44380008,
2010-10-28,21.389999,21.5,20.959999,21.190001,21.190001,224200,0.009047666666666565,0.02504338557011887,0.009006981748855223,20.4922001,
2010-10-29,21.139999,21.85,21.049999,21.84,21.84,280600,0.030674797986087965,0.0247396808980704,0.030213731404426063,20.55320008,
2010-11-01,21.940001,22.75,21.309999,21.41,21.41,455800,-0.01968864468864473,0.023981076061403237,-0.019885048275112907,20.59940008,
2010-11-02,21.68,21.879999,21.049999,21.25,21.25,322500,-0.007473143390938852,0.02387619549109407,-0.007501207231165631,20.6218001,
2010-11-03,21.280001,22.5,21.16,21.77,21.77,372600,0.024470588235294022,0.022711728757597877,0.02417597987603014,20.67320008,
2010-11-04,22.6,25.33,22.15,24.9,24.9,1874000,0.1437758383096004,0.03398171089524604,0.13433492822420587,20.773200080000002,
2010-11-05,24.870001,24.969999,23.719999,24.440001,24.440001,1011000,-0.01847385542168678,0.034134696732541346,-0.01864662825073795,20.8670001,
2010-11-08,24.5,25.0,24.030001,24.98,24.98,509500,0.022094884529669345,0.03414508454134675,0.021854329477507737,20.972600079999996,
2010-11-09,25.0,25.690001,24.049999,24.629999,24.629999,956400,-0.014011248999199366,0.03368519820128538,-0.014110333165879122,21.067800039999998,
2010-11-10,24.48,29.969999,24.049999,29.360001,29.360001,3060500,0.19204231392782423,0.04785842900744335,0.17566806627470716,21.265400059999997,
2010-11-11,28.6,29.1,27.33,28.040001,28.040001,1945300,-0.04495912653408973,0.04651692071264828,-0.046001139976533004,21.41720006,
2010-11-12,28.25,30.5,28.07,29.84,29.84,2729100,0.06419397060649179,0.047492704808963115,0.06221767750583332,21.592800079999996,
2010-11-15,30.219999,32.939999,30.219999,30.799999,30.799999,2622900,0.03217154825737256,0.0476069566236062,0.0316648821764356,21.78780008,
2010-11-16,31.0,31.4,28.42,29.67,29.67,1347600,-0.03668828041195704,0.04848120645197022,-0.03737822320926523,21.970400060000003,
2010-11-17,30.200001,30.75,28.610001,29.49,29.49,750000,-0.006066734074823166,0.047913270300427205,-0.006085211475545675,22.14220006,
2010-11-18,30.67,30.74,28.92,29.889999,29.889999,956100,0.013563886063072239,0.04783224253509095,0.013472720012655714,22.325800060000002,
2010-11-19,30.16,31.370001,29.700001,30.99,30.99,1150500,0.03680164057549806,0.047938346012624,0.03614062895981618,22.54220006,
2010-11-22,31.57,33.450001,31.5,33.400002,33.400002,1529700,0.07776708615682493,0.04903874869993944,0.07489138806323573,22.79580012,
2010-11-23,33.290001,35.68,32.189999,34.57,34.57,1577800,0.035029878141923376,0.0490145638484933,0.03443029407064062,23.064800100000003,
2010-11-24,35.27,35.970001,34.330002,35.470001,35.470001,1425000,0.02603416256870128,0.049023720287086264,0.02570104304483601,23.33460012,
2010-11-26,35.599998,36.0,34.75,35.32,35.32,350600,-0.004228953926446288,0.049188293106502,-0.0042379212426099265,23.6222001,
2010-11-29,35.41,35.950001,33.330002,34.330002,34.330002,1145600,-0.028029388448471138,0.04965996071042559,-0.02842971000807698,23.904200140000004,
2010-11-30,33.740002,35.330002,33.41,35.330002,35.330002,2222600,0.02912903995752747,0.04928719262989936,0.028712852252483958,24.1896002,
2010-12-01,35.869999,36.419998,33.450001,34.349998,34.349998,1299200,-0.027738577540980636,0.04978366310487358,-0.028130557535972718,24.461200159999997,
2010-12-02,34.009998,34.299999,31.200001,32.349998,32.349998,2007000,-0.05822416641770989,0.051694798501148914,-0.05998800132108818,24.7108001,
2010-12-03,32.009998,32.25,30.870001,31.49,31.49,1160100,-0.026584174750180822,0.05225006515107476,-0.026943924010172222,24.94940012,
2010-12-06,31.35,31.450001,29.559999,30.309999,30.309999,1274400,-0.03747224515719272,0.053054489935391844,-0.03819237703563374,25.1536001,
2010-12-07,30.49,32.400002,30.049999,31.559999,31.559999,1311300,0.04124051604224732,0.053261802230149674,0.04041280621469543,25.37420006,
2010-12-08,32.48,32.490002,31.52,32.369999,32.369999,660000,0.025665400052769183,0.05326947983801409,0.025341572753355468,25.593600040000002,
2010-12-09,32.509998,32.720001,31.65,32.049999,32.049999,406000,-0.0098856969380815,0.053139744406516844,-0.009934884879920058,25.795000020000003,
2010-12-10,32.049999,32.919998,31.129999,31.52,31.52,429400,-0.016536630781174178,0.053450794275024666,-0.016674887175752183,26.01720002,
2010-12-13,31.639999,31.77,30.4,30.549999,30.549999,410400,-0.030774143401015253,0.053989021566859,-0.03125761210529883,26.216200000000004,
2010-12-14,30.290001,30.389999,27.76,28.530001,28.530001,1765700,-0.06612104962753029,0.05558763077654224,-0.06840845260814789,26.36700002,
2010-12-15,28.67,29.969999,28.530001,29.6,29.6,742900,0.03750434498758004,0.0556780177068999,0.0368181610537831,26.536600000000004,
2010-12-16,30.0,30.91,29.65,30.809999,30.809999,790100,0.04087834459459461,0.05587964714938042,0.04006491882156687,26.743599999999997,
2010-12-17,31.34,31.540001,30.709999,31.360001,31.360001,813000,0.017851412458663063,0.0501596700440124,0.017693947218380038,26.96220002,
2010-12-20,31.639999,32.189999,31.26,31.700001,31.700001,523400,0.01084183638897196,0.04989340093723461,0.010783485059013971,27.187600040000003,
2010-12-21,31.799999,32.689999,31.709999,32.259998,32.259998,777700,0.017665519947460018,0.04986245925195663,0.01751129827180498,27.428,
2010-12-22,32.25,32.860001,31.700001,32.630001,32.630001,833300,0.01146940554677034,0.04966121189318884,0.011404130551092321,27.67580002,
2010-12-23,31.26,32.48,29.92,30.09,30.09,1552600,-0.07784250450988339,0.03893736387997539,-0.08103925060991911,27.866799999999998,
2010-12-27,28.02,28.58,25.059999,25.549999,25.549999,9301900,-0.15088072449318712,0.04722162791166259,-0.16355561313118444,27.96279998,
2010-12-28,25.85,26.75,25.0,26.41,26.41,4056300,0.03365953165007962,0.04606103889242552,0.03310544879827152,28.08019996,
2010-12-29,27.030001,28.01,26.5,27.73,27.73,3319200,0.04998106777735711,0.046641000580232544,0.04877213331864587,28.23019996,
2010-12-30,27.700001,27.9,26.379999,26.5,26.5,2041100,-0.04435629282365672,0.046855903288476906,-0.045370126635510176,28.35919998,
2010-12-31,26.57,27.25,26.5,26.629999,26.629999,1417900,0.0049056226415093995,0.046871177276836505,0.004893629282030102,28.47879996,
2011-01-03,26.84,27.0,25.9,26.620001,26.620001,1283000,-0.0003754412457921408,0.04677759803887476,-0.00037551174150187865,28.596199979999998,
2011-01-04,26.66,26.950001,26.02,26.67,26.67,1187400,0.0018782493659561528,0.04619012764593905,0.0018764876612180693,28.7152,
2011-01-05,26.48,26.9,26.190001,26.83,26.83,1446700,0.005999250093738251,0.04359946179429465,0.0059813262436098375,28.8348,
2011-01-06,26.83,28.0,26.809999,27.879999,27.879999,2061200,0.03913525903838999,0.04373990828385055,0.038388885586784105,28.96519996,
2011-01-07,28.0,28.58,27.9,28.24,28.24,2247900,0.01291251839714902,0.043471514958200154,0.012829862600724443,29.10999996,
2011-01-10,28.17,28.68,28.049999,28.450001,28.450001,1342700,0.007436296033994427,0.043545665406244084,0.007408783096682961,29.25519996,
2011-01-11,28.59,28.709999,26.92,26.959999,26.959999,1710200,-0.05237265193769236,0.04418810870815523,-0.053793946769606714,29.35759994,
2011-01-12,27.01,27.4,26.52,26.959999,26.959999,964400,0.0,0.043683235167441305,0.0,29.468599920000003,
2011-01-13,26.959999,26.969999,26.16,26.219999,26.219999,723600,-0.027448072234720677,0.043678741759606454,-0.02783180875538963,29.5679999,
2011-01-14,26.15,26.58,25.610001,25.75,25.75,1192000,-0.017925210447185758,0.04268919198758807,-0.018087813086982586,29.6475999,
2011-01-18,25.48,25.639999,24.75,25.639999,25.639999,1621700,-0.004271883495145623,0.04252399344378987,-0.004281034058836676,29.662399880000002,
2011-01-19,25.27,25.469999,23.75,24.030001,24.030001,2371500,-0.06279243614635088,0.04341403755895257,-0.06485050168788345,29.65419988,
2011-01-20,24.030001,24.450001,22.370001,22.620001,22.620001,2279900,-0.05867665174046399,0.0434379064591551,-0.06046857646638678,29.6069999,
2011-01-21,23.120001,23.59,22.709999,23.040001,23.040001,1217000,0.018567638436443934,0.04325543157154165,0.01839736433382902,29.57519994,
2011-01-24,23.530001,24.809999,23.23,24.49,24.49,1645100,0.0629339816434904,0.04527654800595917,0.061032991733609064,29.477799920000002,
2011-01-25,24.65,24.889999,24.02,24.68,24.68,1271500,0.007758268681094416,0.04533382844537314,0.0077283280731107835,29.4105999,
2011-01-26,24.709999,24.879999,24.1,24.75,24.75,1079900,0.002836304700162051,0.04514303719824866,0.00283228997751222,29.308799900000004,
2011-01-27,24.74,25.08,24.530001,24.92,24.92,895700,0.006868686868686913,0.04373383217851904,0.00684520490455313,29.19119992,
2011-01-28,24.879999,24.879999,23.75,24.01,24.01,1048400,-0.0365168539325843,0.04342598816673844,-0.037200283686090574,29.077999919999996,
2011-01-31,24.049999,24.120001,23.5,24.1,24.1,830300,0.0037484381507704168,0.042564544792318484,0.0037414302634473638,28.97019992,
2011-02-01,24.309999,24.73,23.540001,23.91,23.91,707800,-0.007883817427385975,0.042300060920730256,-0.007915059026376032,28.85059994,
2011-02-02,24.16,24.18,23.67,23.940001,23.940001,569500,0.0012547469677959278,0.04218815695881729,0.0012539604306872833,28.709599960000002,
2011-02-03,23.82,23.9,23.15,23.629999,23.629999,512000,-0.01294912226611844,0.04190495865764259,-0.013033693021190857,28.514199900000005,
2011-02-04,23.440001,23.67,23.219999,23.459999,23.459999,544000,-0.00719424490877052,0.04172210441227622,-0.007220248280147227,28.29199988,
2011-02-07,23.26,23.26,22.879999,23.07,23.07,895100,-0.01662399900358047,0.03974236222894375,-0.016763728413920195,28.04399986,
2011-02-08,23.780001,25.25,23.0,24.49,24.49,3504900,0.06155179887299522,0.031474154212298815,0.059731798778414065,27.82739986,
2011-02-09,24.129999,24.18,22.790001,23.209999,23.209999,2635600,-0.0522662719477337,0.03212077425957223,-0.05368169376260876,27.6049998,
2011-02-10,23.26,23.639999,22.809999,23.219999,23.219999,836100,0.00043084879064414494,0.030492857574595494,0.0004307560019549182,27.36279974,
2011-02-11,23.25,23.75,22.940001,23.25,23.25,634500,0.0012920327860479475,0.029610526577064478,0.0012911988299429667,27.140799780000002,
2011-02-14,23.639999,24.139999,23.049999,23.08,23.08,1283100,-0.00731182795698937,0.029568856232024574,-0.007338690393466629,26.955399819999997,
2011-02-15,23.01,23.17,22.559999,22.84,22.84,953700,-0.010398613518197486,0.029579216630698124,-0.010453056852089256,26.782399820000002,
2011-02-16,23.1,24.969999,23.07,24.73,24.73,4115100,0.08274956217162877,0.03360720085336435,0.07950369674551541,26.67079984,
2011-02-17,24.629999,25.49,23.549999,23.6,23.6,2618400,-0.04569348968863729,0.03449779840311074,-0.04677036950176046,26.51159986,
2011-02-18,23.33,23.49,22.959999,23.18,23.18,2370700,-0.017796610169491633,0.03361507897199629,-0.017956874119958846,26.32779988,
2011-02-22,22.879999,23.0,21.780001,21.870001,21.870001,2064600,-0.056514193270060464,0.034670428924707224,-0.058173957498193214,26.124199920000002,
2011-02-23,22.18,22.5,21.110001,21.83,21.83,1605600,-0.0018290351244154568,0.03457016135673263,-0.0018307098515600354,25.93039992,
2011-02-24,21.780001,22.58,21.5,22.530001,22.530001,1055300,0.03206601007787446,0.03428728120107491,0.031562628267563626,25.76999996,
2011-02-25,22.809999,23.85,22.690001,23.610001,23.610001,1346300,0.04793608309205144,0.03563802830070246,0.04682259462293892,25.67159996,
2011-02-28,23.74,24.1,23.5,23.889999,23.889999,1051200,0.011859296405789976,0.03546087661537495,0.011789526026843983,25.55739994,
2011-03-01,24.049999,24.32,23.700001,23.940001,23.940001,1106400,0.002093009715069538,0.035348638377593986,0.0020908224217216034,25.419999980000004,
2011-03-02,23.82,24.280001,23.73,24.02,24.02,663300,0.0033416456415353846,0.035357800170601535,0.003336074750916977,25.273199960000003,
2011-03-03,24.48,24.790001,24.059999,24.360001,24.360001,640200,0.014154912572855949,0.03350608369808973,0.014055667240761065,25.12639996,
2011-03-04,24.48,24.99,23.780001,24.950001,24.950001,1580100,0.02422003184646826,0.0317897432285823,0.023931378385088582,24.980200019999998,
2011-03-07,24.93,25.4,24.700001,24.940001,24.940001,2033600,-0.0004008015871422854,0.03167341593681364,-0.0004008819295667113,24.826400019999998,
2011-03-08,24.6,24.959999,24.0,24.66,24.66,1399900,-0.011226984313272403,0.02967544303365239,-0.011290482611922224,24.71780002,
2011-03-09,24.66,24.99,24.27,24.719999,24.719999,924800,0.0024330494728306284,0.02964738285168579,0.0024300944002166643,24.701200019999998,
2011-03-10,24.440001,24.49,23.73,24.01,24.01,1017000,-0.028721643556700815,0.03011683146707054,-0.029142181903252944,24.65320002,
2011-03-11,23.85,24.25,23.530001,24.07,24.07,930800,0.002498958767180204,0.03009013145608246,0.002495841561818593,24.580000020000004,
2011-03-14,23.82,24.0,23.200001,23.25,23.25,1166000,-0.034067303697548845,0.029992819874595022,-0.034661119761615296,24.515000020000002,
2011-03-15,22.200001,22.959999,21.799999,22.950001,22.950001,1318800,-0.012903182795698909,0.030062773418943887,-0.01298715195382734,24.44140006,
2011-03-16,22.860001,23.25,22.690001,22.82,22.82,1169700,-0.00566453134359346,0.030048477816447833,-0.0056806356456084355,24.36540004,
2011-03-17,23.24,23.43,22.639999,22.809999,22.809999,922600,-0.0004382559158632171,0.030045448532991726,-0.0004383519780546861,24.288200019999998,
2011-03-18,23.190001,23.190001,22.51,22.959999,22.959999,687900,0.006576063418503475,0.02999312654234532,0.0065545354414829555,24.2108,
2011-03-21,23.049999,23.049999,22.540001,22.73,22.73,411700,-0.010017378485077444,0.030019180030131543,-0.010067890032905898,24.10780002,
2011-03-22,22.73,22.860001,22.0,22.190001,22.190001,582900,-0.023757105147382385,0.030178121701778898,-0.024043855854605625,23.986800040000002,
2011-03-23,22.110001,22.27,21.77,22.209999,22.209999,422800,0.0009012167236945867,0.02778990687084334,0.0009008108717251375,23.862,
2011-03-24,22.139999,22.379999,21.98,22.33,22.33,462200,0.005403016902431945,0.026205451285028054,0.005388472970494915,23.76940002,
2011-03-25,22.43,23.0,22.4,22.75,22.75,568000,0.018808777429467183,0.0264527153610619,0.01863407954489301,23.685200039999998,
2011-03-28,22.700001,23.540001,22.549999,23.25,23.25,1058100,0.0219780219780219,0.02676467764742759,0.02173998663640582,23.625800059999996,
2011-03-29,23.299999,24.0,23.209999,23.92,23.92,755400,0.02881720430107526,0.02721738289804223,0.028409797049065662,23.58920006,
2011-03-30,24.110001,24.49,23.01,23.709999,23.709999,1223300,-0.008779306020066935,0.02719447191292205,-0.00881807118141473,23.550600059999997,
2011-03-31,26.549999,28.709999,26.5,27.75,27.75,11517800,0.17039228892417912,0.03854957648296465,0.15733898229142715,23.62500004,
2011-04-01,27.450001,28.18,26.57,26.66,26.66,2864800,-0.03927927927927932,0.03827829431124798,-0.04007152544188095,23.70580002,
2011-04-04,26.83,27.0,25.23,25.83,25.83,2609300,-0.03113278319579904,0.03862486818099754,-0.03162770764281358,23.761599999999998,
2011-04-05,25.9,27.0,25.690001,26.700001,26.700001,3180900,0.03368180410375543,0.03721317728080459,0.03312699575163765,23.805800020000003,
2011-04-06,26.99,27.01,25.799999,26.49,26.49,1288300,-0.007865205697932476,0.037280485507795086,-0.007896299575408433,23.842000019999997,
2011-04-07,26.85,27.940001,26.450001,27.24,27.24,2810300,0.028312570781426905,0.037200010274074415,0.027919177997333233,23.891800019999994,
2011-04-08,27.58,27.6,26.360001,26.49,26.49,1946400,-0.02753303964757714,0.03688474203226499,-0.02791917799733333,23.92320002,
2011-04-11,26.469999,26.530001,25.02,25.27,25.27,1369400,-0.046055115137787817,0.03798312807688099,-0.04714938188387545,23.948400019999998,
2011-04-12,25.08,25.209999,24.299999,24.65,24.65,1357400,-0.024535021764938714,0.038303363631979885,-0.024841020911403795,23.959400019999997,23.726350005
2011-04-13,25.129999,25.690001,24.809999,24.93,24.93,1211500,0.011359026369168301,0.03834360722200677,0.011294997046767346,23.979800020000003,23.73155001
2011-04-14,24.870001,25.280001,24.200001,25.139999,25.139999,983400,0.008423545928600173,0.038294716563252874,0.008388265849386735,24.00379998,23.738100005
2011-04-15,25.65,26.18,25.41,25.58,25.58,943500,0.017502029335800584,0.03817803758797483,0.01735063276584337,24.042799999999996,23.75620001
2011-04-18,25.129999,25.620001,24.360001,25.030001,25.030001,1033900,-0.021501133698201724,0.03840775125087084,-0.021735650754957057,24.07420004,23.785350010000002
2011-04-19,25.26,25.26,24.65,25.16,25.16,548700,0.005193727319467545,0.038347593742317734,0.005180286436500195,24.11600004,23.830600005
2011-04-20,25.700001,26.09,25.299999,25.75,25.75,837200,0.02344992050874395,0.038559746473494666,0.02317919527750529,24.141200039999998,23.880350005
2011-04-21,25.85,26.98,25.59,26.74,26.74,1386100,0.03844660194174754,0.03866220854355313,0.037725944564051934,24.211800059999995,23.92675001
2011-04-25,26.700001,26.73,25.969999,26.389999,26.389999,800900,-0.013089042632759895,0.038791416419740064,-0.013175459051706463,24.275200059999996,23.971700005
2011-04-26,26.66,27.25,26.309999,26.93,26.93,1400000,0.020462334992888742,0.03823160701886145,0.02025579420141686,24.34880006,24.02110001
